Année;Mois;Jour;Fascia_oraria_15m;Transiti
2024;janvier;1;00:00:00;6
2024;janvier;1;00:15:00;5
2024;janvier;1;00:30:00;5
2024;janvier;1;00:45:00;19
2024;janvier;1;01:00:00;10
2024;janvier;1;01:15:00;10
2024;janvier;1;01:30:00;8
2024;janvier;1;01:45:00;8
2024;janvier;1;02:00:00;11
2024;janvier;1;02:15:00;6
2024;janvier;1;02:30:00;1
2024;janvier;1;02:45:00;6
2024;janvier;1;03:00:00;9
2024;janvier;1;03:15:00;6
2024;janvier;1;03:30:00;3
2024;janvier;1;03:45:00;5
2024;janvier;1;04:00:00;2
2024;janvier;1;04:15:00;4
2024;janvier;1;04:30:00;4
2024;janvier;1;04:45:00;6
2024;janvier;1;05:00:00;7
2024;janvier;1;05:15:00;8
2024;janvier;1;05:30:00;7
2024;janvier;1;05:45:00;7
2024;janvier;1;06:00:00;8
2024;janvier;1;06:15:00;6
2024;janvier;1;06:30:00;5
2024;janvier;1;06:45:00;6
2024;janvier;1;07:00:00;5
2024;janvier;1;07:15:00;8
2024;janvier;1;07:30:00;16
2024;janvier;1;07:45:00;15
2024;janvier;1;08:00:00;24
2024;janvier;1;08:15:00;21
2024;janvier;1;08:30:00;22
2024;janvier;1;08:45:00;31
2024;janvier;1;09:00:00;41
2024;janvier;1;09:15:00;51
2024;janvier;1;09:30:00;45
2024;janvier;1;09:45:00;50
2024;janvier;1;10:00:00;61
2024;janvier;1;10:15:00;48
2024;janvier;1;10:30:00;79
2024;janvier;1;10:45:00;89
2024;janvier;1;11:00:00;84
2024;janvier;1;11:15:00;95
2024;janvier;1;11:30:00;114
2024;janvier;1;11:45:00;103
2024;janvier;1;12:00:00;100
2024;janvier;1;12:15:00;121
2024;janvier;1;12:30:00;129
2024;janvier;1;12:45:00;87
2024;janvier;1;13:00:00;103
2024;janvier;1;13:15:00;97
2024;janvier;1;13:30:00;106
2024;janvier;1;13:45:00;98
2024;janvier;1;14:00:00;87
2024;janvier;1;14:15:00;103
2024;janvier;1;14:30:00;121
2024;janvier;1;14:45:00;101
2024;janvier;1;15:00:00;116
2024;janvier;1;15:15:00;107
2024;janvier;1;15:30:00;101
2024;janvier;1;15:45:00;114
2024;janvier;1;16:00:00;101
2024;janvier;1;16:15:00;100
2024;janvier;1;16:30:00;132
2024;janvier;1;16:45:00;135
2024;janvier;1;17:00:00;136
2024;janvier;1;17:15:00;134
2024;janvier;1;17:30:00;116
2024;janvier;1;17:45:00;114
2024;janvier;1;18:00:00;97
2024;janvier;1;18:15:00;104
2024;janvier;1;18:30:00;102
2024;janvier;1;18:45:00;78
2024;janvier;1;19:00:00;48
2024;janvier;1;19:15:00;76
2024;janvier;1;19:30:00;53
2024;janvier;1;19:45:00;59
2024;janvier;1;20:00:00;52
2024;janvier;1;20:15:00;36
2024;janvier;1;20:30:00;38
2024;janvier;1;20:45:00;24
2024;janvier;1;21:00:00;44
2024;janvier;1;21:15:00;38
2024;janvier;1;21:30:00;43
2024;janvier;1;21:45:00;24
2024;janvier;1;22:00:00;27
2024;janvier;1;22:15:00;26
2024;janvier;1;22:30:00;29
2024;janvier;1;22:45:00;34
2024;janvier;1;23:00:00;26
2024;janvier;1;23:15:00;31
2024;janvier;1;23:30:00;20
2024;janvier;1;23:45:00;21
2024;janvier;2;00:00:00;13
2024;janvier;2;00:15:00;12
2024;janvier;2;00:30:00;10
2024;janvier;2;00:45:00;8
2024;janvier;2;01:00:00;15
2024;janvier;2;01:15:00;7
2024;janvier;2;01:30:00;13
2024;janvier;2;01:45:00;8
2024;janvier;2;02:00:00;8
2024;janvier;2;02:15:00;11
2024;janvier;2;02:30:00;12
2024;janvier;2;02:45:00;12
2024;janvier;2;03:00:00;4
2024;janvier;2;03:15:00;4
2024;janvier;2;03:30:00;7
2024;janvier;2;03:45:00;10
2024;janvier;2;04:00:00;8
2024;janvier;2;04:15:00;5
2024;janvier;2;04:30:00;11
2024;janvier;2;04:45:00;8
2024;janvier;2;05:00:00;11
2024;janvier;2;05:15:00;14
2024;janvier;2;05:30:00;14
2024;janvier;2;05:45:00;11
2024;janvier;2;06:00:00;18
2024;janvier;2;06:15:00;20
2024;janvier;2;06:30:00;29
2024;janvier;2;06:45:00;25
2024;janvier;2;07:00:00;30
2024;janvier;2;07:15:00;37
2024;janvier;2;07:30:00;36
2024;janvier;2;07:45:00;38
2024;janvier;2;08:00:00;46
2024;janvier;2;08:15:00;59
2024;janvier;2;08:30:00;85
2024;janvier;2;08:45:00;74
2024;janvier;2;09:00:00;92
2024;janvier;2;09:15:00;103
2024;janvier;2;09:30:00;104
2024;janvier;2;09:45:00;121
2024;janvier;2;10:00:00;120
2024;janvier;2;10:15:00;128
2024;janvier;2;10:30:00;122
2024;janvier;2;10:45:00;120
2024;janvier;2;11:00:00;133
2024;janvier;2;11:15:00;160
2024;janvier;2;11:30:00;149
2024;janvier;2;11:45:00;134
2024;janvier;2;12:00:00;118
2024;janvier;2;12:15:00;145
2024;janvier;2;12:30:00;146
2024;janvier;2;12:45:00;132
2024;janvier;2;13:00:00;131
2024;janvier;2;13:15:00;128
2024;janvier;2;13:30:00;134
2024;janvier;2;13:45:00;125
2024;janvier;2;14:00:00;82
2024;janvier;2;14:15:00;142
2024;janvier;2;14:30:00;145
2024;janvier;2;14:45:00;132
2024;janvier;2;15:00:00;137
2024;janvier;2;15:15:00;149
2024;janvier;2;15:30:00;141
2024;janvier;2;15:45:00;155
2024;janvier;2;16:00:00;136
2024;janvier;2;16:15:00;144
2024;janvier;2;16:30:00;105
2024;janvier;2;16:45:00;124
2024;janvier;2;17:00:00;140
2024;janvier;2;17:15:00;133
2024;janvier;2;17:30:00;109
2024;janvier;2;17:45:00;108
2024;janvier;2;18:00:00;116
2024;janvier;2;18:15:00;91
2024;janvier;2;18:30:00;118
2024;janvier;2;18:45:00;101
2024;janvier;2;19:00:00;73
2024;janvier;2;19:15:00;117
2024;janvier;2;19:30:00;94
2024;janvier;2;19:45:00;65
2024;janvier;2;20:00:00;90
2024;janvier;2;20:15:00;65
2024;janvier;2;20:30:00;54
2024;janvier;2;20:45:00;46
2024;janvier;2;21:00:00;33
2024;janvier;2;21:15:00;37
2024;janvier;2;21:30:00;39
2024;janvier;2;21:45:00;29
2024;janvier;2;22:00:00;38
2024;janvier;2;22:15:00;38
2024;janvier;2;22:30:00;30
2024;janvier;2;22:45:00;29
2024;janvier;2;23:00:00;29
2024;janvier;2;23:15:00;26
2024;janvier;2;23:30:00;23
2024;janvier;2;23:45:00;16
2024;janvier;3;00:00:00;19
2024;janvier;3;00:15:00;19
2024;janvier;3;00:30:00;15
2024;janvier;3;00:45:00;16
2024;janvier;3;01:00:00;14
2024;janvier;3;01:15:00;9
2024;janvier;3;01:30:00;11
2024;janvier;3;01:45:00;10
2024;janvier;3;02:00:00;10
2024;janvier;3;02:15:00;7
2024;janvier;3;02:30:00;10
2024;janvier;3;02:45:00;6
2024;janvier;3;03:00:00;12
2024;janvier;3;03:15:00;9
2024;janvier;3;03:30:00;6
2024;janvier;3;03:45:00;5
2024;janvier;3;04:00:00;9
2024;janvier;3;04:15:00;7
2024;janvier;3;04:30:00;10
2024;janvier;3;04:45:00;7
2024;janvier;3;05:00:00;14
2024;janvier;3;05:15:00;10
2024;janvier;3;05:30:00;22
2024;janvier;3;05:45:00;19
2024;janvier;3;06:00:00;17
2024;janvier;3;06:15:00;16
2024;janvier;3;06:30:00;18
2024;janvier;3;06:45:00;36
2024;janvier;3;07:00:00;36
2024;janvier;3;07:15:00;35
2024;janvier;3;07:30:00;46
2024;janvier;3;07:45:00;36
2024;janvier;3;08:00:00;73
2024;janvier;3;08:15:00;69
2024;janvier;3;08:30:00;23
2024;janvier;3;08:45:00;46
2024;janvier;3;09:00:00;112
2024;janvier;3;09:15:00;95
2024;janvier;3;09:30:00;100
2024;janvier;3;09:45:00;108
2024;janvier;3;10:00:00;112
2024;janvier;3;10:15:00;117
2024;janvier;3;10:30:00;126
2024;janvier;3;10:45:00;115
2024;janvier;3;11:00:00;95
2024;janvier;3;11:15:00;132
2024;janvier;3;11:30:00;124
2024;janvier;3;11:45:00;113
2024;janvier;3;12:00:00;98
2024;janvier;3;12:15:00;130
2024;janvier;3;12:30:00;120
2024;janvier;3;12:45:00;93
2024;janvier;3;13:00:00;115
2024;janvier;3;13:15:00;89
2024;janvier;3;13:30:00;109
2024;janvier;3;13:45:00;104
2024;janvier;3;14:00:00;86
2024;janvier;3;14:15:00;105
2024;janvier;3;14:30:00;98
2024;janvier;3;14:45:00;97
2024;janvier;3;15:00:00;108
2024;janvier;3;15:15:00;100
2024;janvier;3;15:30:00;108
2024;janvier;3;15:45:00;127
2024;janvier;3;16:00:00;114
2024;janvier;3;16:15:00;95
2024;janvier;3;16:30:00;120
2024;janvier;3;16:45:00;90
2024;janvier;3;17:00:00;119
2024;janvier;3;17:15:00;111
2024;janvier;3;17:30:00;112
2024;janvier;3;17:45:00;101
2024;janvier;3;18:00:00;107
2024;janvier;3;18:15:00;118
2024;janvier;3;18:30:00;92
2024;janvier;3;18:45:00;79
2024;janvier;3;19:00:00;86
2024;janvier;3;19:15:00;53
2024;janvier;3;19:30:00;63
2024;janvier;3;19:45:00;50
2024;janvier;3;20:00:00;48
2024;janvier;3;20:15:00;38
2024;janvier;3;20:30:00;30
2024;janvier;3;20:45:00;30
2024;janvier;3;21:00:00;30
2024;janvier;3;21:15:00;28
2024;janvier;3;21:30:00;46
2024;janvier;3;21:45:00;35
2024;janvier;3;22:00:00;40
2024;janvier;3;22:15:00;18
2024;janvier;3;22:30:00;19
2024;janvier;3;22:45:00;28
2024;janvier;3;23:00:00;14
2024;janvier;3;23:15:00;28
2024;janvier;3;23:30:00;21
2024;janvier;3;23:45:00;14
2024;janvier;4;00:00:00;8
2024;janvier;4;00:15:00;17
2024;janvier;4;00:30:00;10
2024;janvier;4;00:45:00;17
2024;janvier;4;01:00:00;12
2024;janvier;4;01:15:00;13
2024;janvier;4;01:30:00;9
2024;janvier;4;01:45:00;12
2024;janvier;4;02:00:00;6
2024;janvier;4;02:15:00;8
2024;janvier;4;02:30:00;7
2024;janvier;4;02:45:00;12
2024;janvier;4;03:00:00;11
2024;janvier;4;03:15:00;8
2024;janvier;4;03:30:00;10
2024;janvier;4;03:45:00;9
2024;janvier;4;04:00:00;7
2024;janvier;4;04:15:00;15
2024;janvier;4;04:30:00;14
2024;janvier;4;04:45:00;15
2024;janvier;4;05:00:00;11
2024;janvier;4;05:15:00;15
2024;janvier;4;05:30:00;17
2024;janvier;4;05:45:00;22
2024;janvier;4;06:00:00;18
2024;janvier;4;06:15:00;23
2024;janvier;4;06:30:00;1
2024;janvier;4;07:15:00;73
2024;janvier;4;07:30:00;56
2024;janvier;4;07:45:00;49
2024;janvier;4;08:00:00;65
2024;janvier;4;08:15:00;61
2024;janvier;4;08:30:00;59
2024;janvier;4;08:45:00;80
2024;janvier;4;09:00:00;76
2024;janvier;4;09:15:00;78
2024;janvier;4;09:30:00;69
2024;janvier;4;09:45:00;85
2024;janvier;4;10:00:00;58
2024;janvier;4;10:15:00;88
2024;janvier;4;10:30:00;115
2024;janvier;4;10:45:00;103
2024;janvier;4;11:00:00;119
2024;janvier;4;11:15:00;110
2024;janvier;4;11:30:00;111
2024;janvier;4;11:45:00;107
2024;janvier;4;12:00:00;106
2024;janvier;4;12:15:00;87
2024;janvier;4;12:30:00;98
2024;janvier;4;12:45:00;111
2024;janvier;4;13:00:00;85
2024;janvier;4;13:15:00;84
2024;janvier;4;13:30:00;80
2024;janvier;4;13:45:00;75
2024;janvier;4;14:00:00;103
2024;janvier;4;14:15:00;98
2024;janvier;4;14:30:00;84
2024;janvier;4;14:45:00;113
2024;janvier;4;15:00:00;101
2024;janvier;4;15:15:00;93
2024;janvier;4;15:30:00;99
2024;janvier;4;15:45:00;120
2024;janvier;4;16:00:00;95
2024;janvier;4;16:15:00;107
2024;janvier;4;16:30:00;129
2024;janvier;4;16:45:00;119
2024;janvier;4;17:00:00;139
2024;janvier;4;17:15:00;102
2024;janvier;4;17:30:00;119
2024;janvier;4;17:45:00;101
2024;janvier;4;18:00:00;114
2024;janvier;4;18:15:00;114
2024;janvier;4;18:30:00;82
2024;janvier;4;18:45:00;70
2024;janvier;4;19:00:00;64
2024;janvier;4;19:15:00;54
2024;janvier;4;19:30:00;58
2024;janvier;4;19:45:00;57
2024;janvier;4;20:00:00;50
2024;janvier;4;20:15:00;45
2024;janvier;4;20:30:00;54
2024;janvier;4;20:45:00;34
2024;janvier;4;21:00:00;55
2024;janvier;4;21:15:00;54
2024;janvier;4;21:30:00;52
2024;janvier;4;21:45:00;51
2024;janvier;4;22:00:00;41
2024;janvier;4;22:15:00;24
2024;janvier;4;22:30:00;26
2024;janvier;4;22:45:00;17
2024;janvier;4;23:00:00;25
2024;janvier;4;23:15:00;28
2024;janvier;4;23:30:00;12
2024;janvier;4;23:45:00;18
2024;janvier;5;00:00:00;17
2024;janvier;5;00:15:00;21
2024;janvier;5;00:30:00;14
2024;janvier;5;00:45:00;14
2024;janvier;5;01:00:00;16
2024;janvier;5;01:15:00;9
2024;janvier;5;01:30:00;11
2024;janvier;5;01:45:00;10
2024;janvier;5;02:00:00;13
2024;janvier;5;02:15:00;9
2024;janvier;5;02:30:00;8
2024;janvier;5;02:45:00;7
2024;janvier;5;03:00:00;8
2024;janvier;5;03:15:00;15
2024;janvier;5;03:30:00;10
2024;janvier;5;03:45:00;14
2024;janvier;5;04:00:00;7
2024;janvier;5;04:15:00;10
2024;janvier;5;04:30:00;12
2024;janvier;5;04:45:00;10
2024;janvier;5;05:00:00;8
2024;janvier;5;05:15:00;10
2024;janvier;5;05:30:00;14
2024;janvier;5;05:45:00;27
2024;janvier;5;06:00:00;32
2024;janvier;5;06:15:00;21
2024;janvier;5;06:30:00;17
2024;janvier;5;06:45:00;31
2024;janvier;5;07:00:00;24
2024;janvier;5;07:15:00;41
2024;janvier;5;07:30:00;37
2024;janvier;5;07:45:00;43
2024;janvier;5;08:00:00;43
2024;janvier;5;08:15:00;56
2024;janvier;5;08:30:00;73
2024;janvier;5;08:45:00;51
2024;janvier;5;09:00:00;67
2024;janvier;5;09:15:00;94
2024;janvier;5;09:30:00;67
2024;janvier;5;09:45:00;77
2024;janvier;5;10:00:00;66
2024;janvier;5;10:15:00;85
2024;janvier;5;10:30:00;79
2024;janvier;5;10:45:00;91
2024;janvier;5;11:00:00;87
2024;janvier;5;11:15:00;95
2024;janvier;5;11:30:00;88
2024;janvier;5;11:45:00;122
2024;janvier;5;12:00:00;123
2024;janvier;5;12:15:00;112
2024;janvier;5;12:30:00;109
2024;janvier;5;12:45:00;93
2024;janvier;5;13:00:00;97
2024;janvier;5;13:15:00;107
2024;janvier;5;13:30:00;93
2024;janvier;5;13:45:00;112
2024;janvier;5;14:00:00;101
2024;janvier;5;14:15:00;108
2024;janvier;5;14:30:00;93
2024;janvier;5;14:45:00;109
2024;janvier;5;15:00:00;108
2024;janvier;5;15:15:00;83
2024;janvier;5;15:30:00;131
2024;janvier;5;15:45:00;109
2024;janvier;5;16:00:00;111
2024;janvier;5;16:15:00;102
2024;janvier;5;16:30:00;123
2024;janvier;5;16:45:00;115
2024;janvier;5;17:00:00;124
2024;janvier;5;17:15:00;102
2024;janvier;5;17:30:00;106
2024;janvier;5;17:45:00;111
2024;janvier;5;18:00:00;103
2024;janvier;5;18:15:00;99
2024;janvier;5;18:30:00;92
2024;janvier;5;18:45:00;90
2024;janvier;5;19:00:00;106
2024;janvier;5;19:15:00;61
2024;janvier;5;19:30:00;66
2024;janvier;5;19:45:00;78
2024;janvier;5;20:00:00;47
2024;janvier;5;20:15:00;56
2024;janvier;5;20:30:00;32
2024;janvier;5;20:45:00;50
2024;janvier;5;21:00:00;38
2024;janvier;5;21:15:00;47
2024;janvier;5;21:30:00;47
2024;janvier;5;21:45:00;29
2024;janvier;5;22:00:00;33
2024;janvier;5;22:15:00;23
2024;janvier;5;22:30:00;45
2024;janvier;5;22:45:00;48
2024;janvier;5;23:00:00;28
2024;janvier;5;23:15:00;34
2024;janvier;5;23:30:00;17
2024;janvier;5;23:45:00;25
2024;janvier;6;00:00:00;26
2024;janvier;6;00:15:00;30
2024;janvier;6;00:30:00;16
2024;janvier;6;00:45:00;32
2024;janvier;6;01:00:00;8
2024;janvier;6;01:15:00;18
2024;janvier;6;01:30:00;14
2024;janvier;6;01:45:00;6
2024;janvier;6;02:00:00;15
2024;janvier;6;02:15:00;21
2024;janvier;6;02:30:00;18
2024;janvier;6;02:45:00;17
2024;janvier;6;03:00:00;10
2024;janvier;6;03:15:00;13
2024;janvier;6;03:30:00;9
2024;janvier;6;03:45:00;13
2024;janvier;6;04:00:00;16
2024;janvier;6;04:15:00;9
2024;janvier;6;04:30:00;25
2024;janvier;6;04:45:00;23
2024;janvier;6;05:00:00;24
2024;janvier;6;05:15:00;20
2024;janvier;6;05:30:00;28
2024;janvier;6;05:45:00;35
2024;janvier;6;06:00:00;32
2024;janvier;6;06:15:00;27
2024;janvier;6;06:30:00;33
2024;janvier;6;06:45:00;47
2024;janvier;6;07:00:00;46
2024;janvier;6;07:15:00;64
2024;janvier;6;07:30:00;48
2024;janvier;6;07:45:00;60
2024;janvier;6;08:00:00;81
2024;janvier;6;08:15:00;92
2024;janvier;6;08:30:00;89
2024;janvier;6;08:45:00;83
2024;janvier;6;09:00:00;103
2024;janvier;6;09:15:00;66
2024;janvier;6;09:30:00;93
2024;janvier;6;09:45:00;117
2024;janvier;6;10:00:00;108
2024;janvier;6;10:15:00;111
2024;janvier;6;10:30:00;129
2024;janvier;6;10:45:00;124
2024;janvier;6;11:00:00;128
2024;janvier;6;11:15:00;122
2024;janvier;6;11:30:00;129
2024;janvier;6;11:45:00;115
2024;janvier;6;12:00:00;122
2024;janvier;6;12:15:00;92
2024;janvier;6;12:30:00;120
2024;janvier;6;12:45:00;108
2024;janvier;6;13:00:00;85
2024;janvier;6;13:15:00;89
2024;janvier;6;13:30:00;108
2024;janvier;6;13:45:00;106
2024;janvier;6;14:00:00;101
2024;janvier;6;14:15:00;101
2024;janvier;6;14:30:00;90
2024;janvier;6;14:45:00;95
2024;janvier;6;15:00:00;114
2024;janvier;6;15:15:00;89
2024;janvier;6;15:30:00;109
2024;janvier;6;15:45:00;95
2024;janvier;6;16:00:00;58
2024;janvier;6;16:15:00;70
2024;janvier;6;16:30:00;140
2024;janvier;6;16:45:00;137
2024;janvier;6;17:00:00;128
2024;janvier;6;17:15:00;98
2024;janvier;6;17:30:00;106
2024;janvier;6;17:45:00;101
2024;janvier;6;18:00:00;91
2024;janvier;6;18:15:00;90
2024;janvier;6;18:30:00;89
2024;janvier;6;18:45:00;96
2024;janvier;6;19:00:00;68
2024;janvier;6;19:15:00;69
2024;janvier;6;19:30:00;60
2024;janvier;6;19:45:00;55
2024;janvier;6;20:00:00;32
2024;janvier;6;20:15:00;43
2024;janvier;6;20:30:00;39
2024;janvier;6;20:45:00;40
2024;janvier;6;21:00:00;40
2024;janvier;6;21:15:00;39
2024;janvier;6;21:30:00;44
2024;janvier;6;21:45:00;45
2024;janvier;6;22:00:00;47
2024;janvier;6;22:15:00;44
2024;janvier;6;22:30:00;32
2024;janvier;6;22:45:00;33
2024;janvier;6;23:00:00;26
2024;janvier;6;23:15:00;36
2024;janvier;6;23:30:00;29
2024;janvier;6;23:45:00;18
2024;janvier;7;00:00:00;29
2024;janvier;7;00:15:00;23
2024;janvier;7;00:30:00;19
2024;janvier;7;00:45:00;11
2024;janvier;7;01:00:00;12
2024;janvier;7;01:15:00;13
2024;janvier;7;01:30:00;13
2024;janvier;7;01:45:00;24
2024;janvier;7;02:00:00;18
2024;janvier;7;02:15:00;9
2024;janvier;7;02:30:00;12
2024;janvier;7;02:45:00;12
2024;janvier;7;03:00:00;8
2024;janvier;7;03:15:00;14
2024;janvier;7;03:30:00;12
2024;janvier;7;03:45:00;12
2024;janvier;7;04:00:00;5
2024;janvier;7;04:15:00;9
2024;janvier;7;04:30:00;7
2024;janvier;7;04:45:00;11
2024;janvier;7;05:00:00;10
2024;janvier;7;05:15:00;10
2024;janvier;7;05:30:00;22
2024;janvier;7;05:45:00;14
2024;janvier;7;06:00:00;10
2024;janvier;7;06:15:00;22
2024;janvier;7;06:30:00;22
2024;janvier;7;06:45:00;14
2024;janvier;7;07:00:00;24
2024;janvier;7;07:15:00;23
2024;janvier;7;07:30:00;24
2024;janvier;7;07:45:00;26
2024;janvier;7;08:00:00;27
2024;janvier;7;08:15:00;34
2024;janvier;7;08:30:00;56
2024;janvier;7;08:45:00;49
2024;janvier;7;09:00:00;51
2024;janvier;7;09:15:00;65
2024;janvier;7;09:30:00;61
2024;janvier;7;09:45:00;93
2024;janvier;7;10:00:00;69
2024;janvier;7;10:15:00;99
2024;janvier;7;10:30:00;93
2024;janvier;7;10:45:00;94
2024;janvier;7;11:00:00;99
2024;janvier;7;11:15:00;104
2024;janvier;7;11:30:00;95
2024;janvier;7;11:45:00;103
2024;janvier;7;12:00:00;88
2024;janvier;7;12:15:00;98
2024;janvier;7;12:30:00;79
2024;janvier;7;12:45:00;92
2024;janvier;7;13:00:00;103
2024;janvier;7;13:15:00;73
2024;janvier;7;13:30:00;99
2024;janvier;7;13:45:00;92
2024;janvier;7;14:00:00;85
2024;janvier;7;14:15:00;103
2024;janvier;7;14:30:00;95
2024;janvier;7;14:45:00;97
2024;janvier;7;15:00:00;104
2024;janvier;7;15:15:00;109
2024;janvier;7;15:30:00;88
2024;janvier;7;15:45:00;88
2024;janvier;7;16:00:00;81
2024;janvier;7;16:15:00;107
2024;janvier;7;16:30:00;89
2024;janvier;7;16:45:00;93
2024;janvier;7;17:00:00;97
2024;janvier;7;17:15:00;68
2024;janvier;7;17:30:00;87
2024;janvier;7;17:45:00;65
2024;janvier;7;18:00:00;71
2024;janvier;7;18:15:00;75
2024;janvier;7;18:30:00;62
2024;janvier;7;18:45:00;55
2024;janvier;7;19:00:00;55
2024;janvier;7;19:15:00;53
2024;janvier;7;19:30:00;55
2024;janvier;7;19:45:00;36
2024;janvier;7;20:00:00;50
2024;janvier;7;20:15:00;47
2024;janvier;7;20:30:00;48
2024;janvier;7;20:45:00;36
2024;janvier;7;21:00:00;32
2024;janvier;7;21:15:00;34
2024;janvier;7;21:30:00;36
2024;janvier;7;21:45:00;28
2024;janvier;7;22:00:00;38
2024;janvier;7;22:15:00;30
2024;janvier;7;22:30:00;18
2024;janvier;7;22:45:00;21
2024;janvier;7;23:00:00;13
2024;janvier;7;23:15:00;14
2024;janvier;7;23:30:00;13
2024;janvier;7;23:45:00;23
2024;janvier;8;00:00:00;10
2024;janvier;8;00:15:00;19
2024;janvier;8;00:30:00;13
2024;janvier;8;00:45:00;12
2024;janvier;8;01:00:00;7
2024;janvier;8;01:15:00;7
2024;janvier;8;01:30:00;9
2024;janvier;8;01:45:00;8
2024;janvier;8;02:15:00;15
2024;janvier;8;02:30:00;6
2024;janvier;8;02:45:00;9
2024;janvier;8;03:00:00;11
2024;janvier;8;03:15:00;8
2024;janvier;8;03:30:00;17
2024;janvier;8;03:45:00;11
2024;janvier;8;04:00:00;14
2024;janvier;8;04:15:00;17
2024;janvier;8;04:30:00;14
2024;janvier;8;04:45:00;9
2024;janvier;8;05:00:00;24
2024;janvier;8;05:15:00;24
2024;janvier;8;05:30:00;35
2024;janvier;8;05:45:00;31
2024;janvier;8;06:00:00;18
2024;janvier;8;06:15:00;37
2024;janvier;8;06:30:00;26
2024;janvier;8;06:45:00;46
2024;janvier;8;07:00:00;34
2024;janvier;8;07:15:00;36
2024;janvier;8;07:30:00;47
2024;janvier;8;07:45:00;59
2024;janvier;8;08:00:00;56
2024;janvier;8;08:15:00;61
2024;janvier;8;08:30:00;67
2024;janvier;8;08:45:00;56
2024;janvier;8;09:00:00;54
2024;janvier;8;09:15:00;55
2024;janvier;8;09:30:00;57
2024;janvier;8;09:45:00;60
2024;janvier;8;10:00:00;58
2024;janvier;8;10:15:00;47
2024;janvier;8;10:30:00;58
2024;janvier;8;10:45:00;59
2024;janvier;8;11:00:00;55
2024;janvier;8;11:15:00;54
2024;janvier;8;11:30:00;61
2024;janvier;8;11:45:00;73
2024;janvier;8;12:00:00;69
2024;janvier;8;12:15:00;59
2024;janvier;8;12:30:00;55
2024;janvier;8;12:45:00;51
2024;janvier;8;13:00:00;59
2024;janvier;8;13:15:00;46
2024;janvier;8;13:30:00;49
2024;janvier;8;13:45:00;57
2024;janvier;8;14:00:00;62
2024;janvier;8;14:15:00;64
2024;janvier;8;14:30:00;55
2024;janvier;8;14:45:00;72
2024;janvier;8;15:00:00;60
2024;janvier;8;15:15:00;54
2024;janvier;8;15:30:00;66
2024;janvier;8;15:45:00;67
2024;janvier;8;16:00:00;68
2024;janvier;8;16:15:00;67
2024;janvier;8;16:30:00;82
2024;janvier;8;16:45:00;55
2024;janvier;8;17:00:00;63
2024;janvier;8;17:15:00;52
2024;janvier;8;17:30:00;57
2024;janvier;8;17:45:00;64
2024;janvier;8;18:00:00;64
2024;janvier;8;18:15:00;48
2024;janvier;8;18:30:00;45
2024;janvier;8;18:45:00;48
2024;janvier;8;19:00:00;40
2024;janvier;8;19:15:00;42
2024;janvier;8;19:30:00;29
2024;janvier;8;19:45:00;32
2024;janvier;8;20:00:00;34
2024;janvier;8;20:15:00;34
2024;janvier;8;20:30:00;25
2024;janvier;8;20:45:00;22
2024;janvier;8;21:00:00;16
2024;janvier;8;21:15:00;31
2024;janvier;8;21:30:00;25
2024;janvier;8;21:45:00;18
2024;janvier;8;22:00:00;28
2024;janvier;8;22:15:00;13
2024;janvier;8;22:30:00;20
2024;janvier;8;22:45:00;14
2024;janvier;8;23:00:00;16
2024;janvier;8;23:15:00;3
2024;janvier;8;23:30:00;11
2024;janvier;8;23:45:00;9
2024;janvier;9;00:00:00;11
2024;janvier;9;00:15:00;8
2024;janvier;9;00:30:00;9
2024;janvier;9;00:45:00;7
2024;janvier;9;01:00:00;5
2024;janvier;9;01:15:00;4
2024;janvier;9;01:30:00;6
2024;janvier;9;01:45:00;5
2024;janvier;9;02:00:00;11
2024;janvier;9;02:15:00;10
2024;janvier;9;02:30:00;4
2024;janvier;9;02:45:00;7
2024;janvier;9;03:00:00;9
2024;janvier;9;03:15:00;13
2024;janvier;9;03:30:00;5
2024;janvier;9;03:45:00;7
2024;janvier;9;04:00:00;4
2024;janvier;9;04:15:00;9
2024;janvier;9;04:30:00;13
2024;janvier;9;04:45:00;16
2024;janvier;9;05:00:00;24
2024;janvier;9;05:15:00;20
2024;janvier;9;05:30:00;32
2024;janvier;9;05:45:00;20
2024;janvier;9;06:00:00;33
2024;janvier;9;06:15:00;33
2024;janvier;9;06:30:00;28
2024;janvier;9;06:45:00;51
2024;janvier;9;07:00:00;52
2024;janvier;9;07:15:00;44
2024;janvier;9;07:30:00;38
2024;janvier;9;07:45:00;65
2024;janvier;9;08:00:00;54
2024;janvier;9;08:15:00;67
2024;janvier;9;08:30:00;42
2024;janvier;9;08:45:00;58
2024;janvier;9;09:00:00;79
2024;janvier;9;09:15:00;49
2024;janvier;9;09:30:00;16
2024;janvier;9;09:45:00;66
2024;janvier;9;10:00:00;101
2024;janvier;9;10:15:00;65
2024;janvier;9;10:30:00;68
2024;janvier;9;10:45:00;61
2024;janvier;9;11:00:00;71
2024;janvier;9;11:15:00;59
2024;janvier;9;11:30:00;57
2024;janvier;9;11:45:00;83
2024;janvier;9;12:00:00;64
2024;janvier;9;12:15:00;48
2024;janvier;9;12:30:00;64
2024;janvier;9;12:45:00;88
2024;janvier;9;13:00:00;63
2024;janvier;9;13:15:00;75
2024;janvier;9;13:30:00;74
2024;janvier;9;13:45:00;38
